Rating,Ulasan
1,banyak dark sistem
5,"""Saya sangat suka bermain Mobile Legends karena gameplay yang seru dan strategi yang menantang. Grafiknya juga sangat bagus dan membuat saya merasa seperti berada di dalam permainan. Saya suka bermain dengan teman-teman dan bersaing untuk menjadi yang terbaik. Fitur-fitur seperti hero yang beragam dan mode permainan yang berbeda membuat saya tidak bosan dengan permainan ini. Saya sangat puas dengan Mobile Legends dan akan terus memainkannya!"""
2,sangat sempurna
1,dapet team ga kompak mulu
1,woi MOONTON kenapa gue kok selalu di kasih TEAM DARK SISTEM kan jadi kalah menang² mulu kasih fitur kalo kalah tapi dapat MVP kasih naik bintang PLISSSSSS
1,Game banyak drak sistem
5,good
1,game asu
1,"seperti biasa kualitas jaringan yang gapernah di perbarui, kualitas tim yang di dapat juga ga pernah di perbaiki, skin ku terlanjur banyak makanya tetep bertahan di game toxic ini👍"
1,Jangan di download bikin stres game gila
3,lumayan
5,game ini seru
1,timku kuat hahahanahahahahahhaha
5,jmbt mau bikin akun baru aja susahnya g ngotak
1,Semkin hri semakin gak jelas main solo dapet timnya gayanya selangit mainya kayak bot pensi aja lah sudah
2,aku udah bosan monton dengan dark system pernah ketemu chang'e roam tigreal hyper bosan dan los streak.dan juga udah hampir mytich sisa 1 bintang eh malah ketemu dark system
1,"game gajelas, jaringan bagus tiba tiba banget ngelag parah. padahal pas gua login di HOK bagus bagus aja jaringan nya, game rusak"
1,"game sampah kikir jelek masih bagusan hok,"
5,bagus
1,"ml sekarang udah pusing gua udah habis banyak top up diamond ml akun pribadi gua di curi sama orang 2 pula lgi akun yg di curi teros gua GK bisa ngapain ngapain lagi mau lapor banyak kali verifikasi pasal pertanyaan"" nya kalo orang lupa bagaimana ? semenjak kejadian itu gua putuskan buat pensi main mobile legend, udah habis banyak gua padahal"
5,sangat memuaskan
1,akun ml gw yg akun moonton susah login padahal sandi nya udah bener tapi tetep aja salah udah ganti sandi tetep gabisa juga tolong diperbaiki
1,Dapetin tim ga sepadan sama lawan
1,di kasih tim nya dark sistem semua
5,"Terkadang Game ini bisa terasa menyenangkan dan mengesalkan. Tapi jujur saya lebih sering merasa senang daripada kesal, tak hanya Eventnya Gameplay nya pun luarbiasa. Sangat berterimakasih kepada Moonton karna telah menciptakan game seseru dan sesering bikin darah tinggi ini ^^"
5,game ramah
5,Jos permainan ini mantapppp
1,"saat main klasik kredit skor berkurang karena afk harus nya gak ngaruh karna latihan coba bro baru dilaporin kredit skornya berkurang bagi saya gak adil. kecuali main di rank bisa di trima. masak latian main nya offline, gak bner ni gem gua anggap gak adil"
5,"seru, walaupun kadang tekanan batin"
1,game bagus
1,Jangan Download Game ini Game Ini Sangat Jelek!!!
5,sangat enak game nya seru
4,"Tolong untuk pihak moonton saya merasa di rugikan kenapa saya main solo malah ketemu party an ini gimana cerita nya saya main solo malah ketemu main party, tolong untuk player solo harusnya lebih di hargai saya merasa di rugikan di sini saya main berjam jam tapi malah kalah kalah ketemu player darksistem mana musuh nya party lagi, jadi tolong moonton lebih di hargai player solo."
5,sangant bagus
1,SISTEM TEAM TIDAK ADIL!!
1,game aneh gaperna adil dalam ngasi team di mode rank saya main solo dapat publik yang sangat tolol dan gabisa main
1,cape gua dapet tim oon Mulu gua Pensi aja lah sinyal ngk diperbaikin skin Mulu yg dibenah mending pindah game kehonor of king sinyal oke skin terjamin ngk kaya montoon sinyal led dpt tim busuk mulu MLS gua maen nya
5,Gem nya bagus mantab :)
1,"ku beri bintang satu karena saya malas donwload data nya, bikin HP leg dan juga bikin ruangan penuh tolong monton datanya kecilin lagi terimakasih"
5,serudan suka
5,bagus banget
1,game kon.... banyak dari system cape mw glory
1,ml burik meniru ff awas lu ya
5,game bagus dan seru jika main bersama aku cinta mobil lengend
5,game bagus
1,jaringan busuk tim busuk
5,kasi tim yang bener
5,mantap mengisi waktu istrahat
1,dapat tim kek bot dapet musuh jago amat gw udah lose streak dari 90 Ampe 10 gim gak seimbang baru menang 5 kali udah di kasih lose streak 10 kali kalau gak ya menang kalah menang kalah
1,ML GOOBLOOOOG NJISSS GAME TOLOOL STRESS SOLO DAPET TEAM BEBAN UDH GW UNINSTALL ML ASSUU
1,"besok besok gausa update skin terus. bug tuh dibenerin anjg, kesel bgt gw banyak bug dri kmrin yang di update skin skin skin, sekalian cepetin fitur anti dark sistem."
1,apaan gua glory solo di satuin sama yang legend 3 tertinggi rank legend 3
5,"gw player free fire,dan gw coba main ml,dan gw lebih nyaman di ml/mobile legen karena gw saranin buat kalian yg cari game online bagus gw saranin buat download game mobile legen bang bang"
1,"moonton edann, bisa la 10000DM UNTUK BINTANG 5 MOONTON🗿"
1,"ketemu musuh nggak ngotak ketemu tim beban terus, pen pensi tpi mls🗿"
5,game nya enak
1,kalo ngasih tim yg bener lol
1,knp hp aku relog saat main ml
5,bagus
5,Game nya bagus seru tapi Julian damage nya ga ngotak dong
1,game rusak
5,sya saran kan game ini sangat seru
5,seru game nya menantang
1,halo moonton knpa jaringan diserver ngelag langsung down. ditambah moonton ngk prnh ngasih team yg jls. saran saya klau tdk bsa memperbaiki game silahkan hps game.
1,ml asu
1,jangan download game ini sumpah moonton kasih tim dark sistem banget(gak bisa main) jangan download apalagi rank nya epic udah jangan download nanti stress
1,game mobile legend buat stress menang gk stres iya dapat tim dark sistem yang suka ngetroll
1,"Game rusakkk ya hadehh jaringan down 200+ tiap mau war kontes turtle atau lord parah banget haha dari dulu masalah jaringan ga bener bener, mau nyalahin siapa gw maen sampe wfi+data masih gitu gw bahkan sempet curiga musuh atau team sendiri ad yg pake cheat,"
1,"bisa-bisanya game ini nomor 5 paling populer udahlah gak ngotak gak tau kalo yang main banyak, taunya uang aja gua tau gapernah gaca tapi kan gua main gua main cuma mau myitic kurang 1 bintang doang bisabisanya diturunin padahal nvp, kocak kocak gajelas emang"
5,bagus dan seru
1,"ngk sesuai geme ny jgn dnld, seimbang kn sama demege yg boz"
5,bagus sekali ni permainan nya makasih moonton
1,disini ada si muntun disuruh ml 🐷
5,awal ny ak ngga mau main ml cuma temen ku pada main jadi ak nyoba download terus ak mainin deh seru banget ak suka SM game ny
1,leg lol
1,mll apalah kalah kalah aja mau mitik enggak kaya ff
1,"di kasih tim yang bot Mulu cape,menang sekali kalah 10 kali,tolong lah moonton yang ngetrol turunin aja Bintang"
5,bagus banget
4,oke
1,saya selalu los trek
1,"entah kenapa makin di mainkan makin ngelunjak moonton. sering nglag padahal sinyal normal, melaporkan tim yang melakukan pelanggaran tapi tidak pernah direspon, giliran kita melakukan sedikit saja kesalahan direport tim langsung berkurang kredit skor. makin kesini makin menyusahkan player - player solo seperti kami ini. Maaf kukasih satu bintang gada kata maaf entah mau diperbaiki atau ngggak terserah developer nya makasih moonton."
3,"overall game nya udh bagus, tpi masalahnya di in game nya kadang suka lag padahal jaringan hijau kuota banyak tapi lag parah, itu bagaimana solusinya yah moonton untuk segera di perbaiki 🙏"
5,okei seneng
1,Wifi udh bagus tapi tetep gk bs diinstal masih selalu 0%
5,Saya kurangi bintang nya karena saya anggap game ini setting an kita bisa menang 7 atau 10 kali berturut tp kita juga bisa kalah sampai 15 kali berturut-turut . Pemain solo sangat sangat sering di rugikan masak sekelas legen masih di satu team kan sama Gren master sementara musuh legen semua oto kalah lah . Pemain solo memang di setting kian untuk menderita kekalahan .
5,game nya bagus untuk fitur nya gak kalah bagus heronya banyak jadi aku kasih bintang lima makasih
1,jaringan selalu ngelag tolong di perbaiki padahal buka aplikasi lain lancar pas main mobile legend jaringan nya ngelag banget
5,bang mlnya jadi ml ultraman
1,kalian sadar ga si ni game sama kek main judi lu pikir aja ini juga taruhan bintang kalo kalah hilang KLO menang ya dapat ini game sama ngajarin enggak baik pikir baik baik kwan
1,"saya beri bintang satu karena mendengar kabar bahwa skill dari hero badang akan di diubah, jika hal itu tidak terjadi saya akan kembali bermain ml dan memberi bintang 5"
5,ksih naik bintang lh
1,mending jangan main ini game kalau ga mau stres. masak uda glory dapet tim nya kaya bocil. mending jangan main
1,game banyak dark sistem
1,dark sistem pemain semakin sering ditemukan di solo ranked
5,main ini kalo dark sistem harus ngesad dulu bro
1,Gua mau pensi gak enak
1,"dasar! mentang - mentang game ini lebih banyak orang yang main. keseringan dalam game pengalaman saya, saya memainkan lawan A.I dalam V.S Yang lawan susah tapi kok bisa jadi Mudah? padahal aku udah didalam Mode V.S Lawan A.I yang susah udah berapa waktu lama dalam mode susah jadi mudah A.Inya saya tidak hanya sekedar hiburan tapi saya ingin berlatih lawan yang susah dan sampai sekarang ini aku sudah bosan main ml dan saya rasa sudah malas memainkan game ini🥱."
5,gem ini saat seru sekali
5,Gamenya bagus
1,gwe lostreak padahal udah gendong gendong muntun kasih tim yg adil laa
5,aku sangat menyukai game ini sangat seru apa lagi kalo bermain sama temen beh jangan di tanya lagi♥️❣️ sangat seru ayo download 😁 nanti ketagihan
3,"pernah dalam suatu masa saya sedang bermain waktu itu saya bermain full party 5 orang yang rank nya di bawah glory semua seperti honor atau pun grading tapi aneh nya saat matchmaking saya bertemu musuh yang rank nya lebih tinggi dari saya seperti glory,imortal saya harap montoon bisa memperbaiki ini saya tidak tahu ini adalah salah satu system atau apa yang jelas ini akan sangat merugikan player"
5,TDK berkata kata panjang game ini seruh bangat pokonya buruan download mari kita open Mabar
1,gara gara game ini gw jadi sering ngomong toxic!!!!!!!
1,"cape gua maen ni game, padahal pake wifi masih aja sinyal merah, masa harus ditambah pake paket data juga biar lancar, tolong dong nonton di fix nih, apa saya doang yang ngerasa ini kek gitu, kalo bisa nanti saya kasih id saya buat di perbaiki!!"
5,monton gua ada ditier epik tapi kalo gua ada chat yang tidak pantas mohon maaf ya dan atas perilaku afk gua gua mohon maaf banget ya
4,game yang bagus tapi tidak cocok untuk HP ram 2 GB
1,semoga banyakin drag sistem karna mlbb terlalu mudah karna saya dari badag sampai imo hanya solo rank
5,SERUU TPI KEJEBAK D GM😭
1,oke
2,update berikutnya utamakan perbaikan jaringan.
5,seru banget
3,lama lama banyak banget jeleknya contohnya pas lagi match ada aja masalahnya entah masalah sinyal padahal sinyal bagus tolong lah montoon ngeganggu banget apa lagi kalo lagi push rank
1,gj tim oon giliran musuh jago Ari sia boga otak teu?
4,aku beri bintang 4 karna penyimpanan nya banyak anjirr tapi permainnan nya seru kok di kurangi ya moonton
2,aku gak suka gara gara pas keluar di mainin komputer komputer nya terlalu bot again Haig lah bot nya muntun
1,"tiba² server down,TOLONG DI PERBAIKI MOONTON!!!!!"
1,aku kasih bintang 1 alasannya ada duck system
5,"seru mainnya dan sampai gak berhenti main, karna seru😍🥰"
5,seruu
3,"Sinyalnya ngelag sekali kuning dan merah terus sudah 3 bln lbh saya merasakan hal ini sedangkan main game lain lancar² aja, makin kacau ni game dan juga banyak sekali dark sistem setiap main kalah terus kalau kalah 1-3 kali g masalah, tapi ini kalahnya bisa sampai 6-15 kali terus masih mau bilang matching yg di berikan adil lucu kau moonton gua tau main rank harus ada tantangan dengan cara kasih musuh yg kuat tetapi berikan juga tim yg kuat juga dong jangan berikan tim lemah (bot) tlg perbaiki"
5,sangat keren dan bagus
5,buat hiburan rekomen banget walau kadang rank naik turun
5,mantep bangett cuma kurang dikit
1,game penuh dark sistem kalo udah menang tuh jgn dikasih tim dark sistem
3,ini sebenarnya game nya seru tapi untuk season ini saya tidak setuju ini game seru karena kalau main suka lag sendiri padahal sinyal stabil dan masalah nya bukan cuma perangkat saya tapi perangkat orang lain juga semoga season depan diperbaiki lagi game nya
1,JEMBUT
5,gem nya sangat bagus banget
1,game apa si iniii🥶🥶🥶🥶🥶
1,"JELEKKKK, CAPEK DAPAT TIM GA BISA MAIN MULU, PDAHAL BARU INJAK GLORY UDAH D KASI DARK SISTEM, UDAH KOMPLEN UDAH REPORT GA DI RESPON, SEMAKIN UPDATE SMAKIN JELEK.!!"
1,game ny udah bagus tapi tolonglah ngasih tim yang adil dan juga kenapa kalo kita main terus kalah sampai beberapa kali pas kita niat ga main lagi dikasih menang sekali?? kalo kita main lagi setelah menang kenapa harus dikasih kalah lagi ??
5,seru juga lah dari pada game 8 bit
5,keren ! saran gw nih ya.Buff si dyrot plisssssssss biar kubantai 1 squard😁
1,"kasih tim yang bener lah moonton, gajelas bgt buset, dapet tim busuk mulu"
5,geme nya bagus tapi kadang buat emosi naik turun naik turun
4,"Moonton sir ,please make a mobile legend bang bang lite version ,for support a potato phone (low performance) this game is cool ,but to hard for low performance phone ,Thank you for your attention"
3,gua ngasih bintang 3 karena saat bermain malah ngeleg padahal jaringan ku lancar
5,sangat baguss bangett
1,di kasih lawab susah giliran tim bot monton knp sih
5,moonton game ini sangat seru yanto
5,mantap
5,gem nya seru bisa main oflen lagi
1,TOD MONTOOD TURUNIN AJA ANJ RANK GUA SAMPEK EPIC AJA ANJ GUA PUSH SUSAH PAYAH SAMPEK GLORY ANJJ CARI AJ NICK GUQ SHINEEE???
1,"entah kenapa gua di kasi lostrag teruss, hapus aja game ini"
1,jelek ngak jelas waktu top up nya gak masuk padahal udah uang ku dasar nonton korupsi😭😭😭
1,"tolong dong kepada Moonton, di perbaiki sistemnya, untuk pencocokan matchnya dari segi pemainnya, kalo misalnya di tim ada yang nge trol, terus di riport, kasih hukuman yg adil, di ban beberapa hari, kalo tidak di ban beberapa jam, dan setiap orang yg kaya begitu scoor creditnya juga di turunin, biar orang yang ngetrol kaya gitu semakin berkurang, dan saya LS malah di kasih lawan yg WS, tolong Moonton di perbaiki lagi gamenya"
1,Game penghancur kehidupan
1,Game gake wifi lancar pas play ga bisa di enter Game kikir lagi👎👎
1,sistem matchmaking yang gajelas dikasih losestreak selama 8kali membuat permainan sangat tidak nyaman game ini malah membuat stress bagi pemain tolong diperbaiki sistem matchmaking yang lumayan gajelas ini
3,bener gratis tapi skinya itu² aja males
3,kenapa di hp saya g bisa login cuman mentok mobil legen doang
5,gamenya bagus walau banyak draksistemnya
1,"seru banyak drak sistem di mythic,suka ngelek waktu maen,gampang kalah,gampang emosi,ini komentar negatif dari gem ini doang kok"
5,bagus
5,keren game ff ini
1,plissss moonton jangan kasih tim dari system.. gue udh lebih 10 kali gara² tim nya ngetroll
5,good
1,tidak melihat kondisi hp kita ketika hp kita mati sendiri itu di sangka afk padahal gk di sengaja
5,bagus bg tapi orang pada suren
1,"tiap main role nyaa tabrakan Mulu walau udh di tier honor, apalgi banyak yg egois jadi susah main nya.."
1,"𝙂𝙖𝙢𝙚 jelek,burik game haram lebih bagus ff"
4,game ini bagus sekali tapi tim gw pada ngetrol dan lostreak sebanyak 19 itupun di mytich moonton cari yng bener untuk tim liat yang mana dark sistem kaya pke prime di ff min mana yang jago mana yang kurang jago gituu ok🙏
1,main game ini dr tahun 2017 tapi kendalanya masih itu2 aja... Zonk
1,MUSNAHKAN LAH PARA PENGHUNI EPICCCCC
5,sangat bagus inilah game favoritku
1,woy buat game yg bentul masa gw butuh satu bintang buat ke mythic honor aja sampe 4 hari satu bintang aja woy setiap 24 bintang lostrek Mulu yg bener lah tim ke poke musuh nya kaya lawan aura prime yg betul lah gak iklas ngasih bintang satu aja apa susah nya
1,moonton selalu kasih tim yang gak bisa kerja sama
1,game terlalu susah dan team dari system
5,"ini game adalah, game favorite saya"
5,masa gada dm kuning pas even alastar monton
4,gamelu nge lag
1,GAME SERBA TRIAL 💩💩👎
1,game apa ini katanya game moba tapikok bikin stre aying
5,tim apalah yang ku dapat ini monton monton
1,"ntah kenapa diban selama 24 jam 2x ,padahal GK pake chit lo"
1,"Moonton tolong perbaiki masalah jaringannya. Soalnya semenjak collab Ama Naruto kemaren jaringan jadi aneh, PING meternya ijo tapi ngelag. Itupun terjadi berulang ulang, sedangkan saya coba buat game lain lancar lancar aja gaada masalah. Jadi tolong buat pihak moonton untuk memprioritaskan perbaikan jaringan soalnya ini sangat menggangu pengalaman bermain dan bisa menyebabkan afk, misalnya saat ngelag banget dan udh emosi ujung ujungnya afk jadi tolong banget. Makasih -Dimas"
2,woi ml gua kok selalu dapat tim yang sangat beban dan selalu dapat musuh yang bagus main nya sih kenapa ya tolong di bantu
5,dan mungkin ini game nya is belok kanan dan duar nabrak dan literly Franco kok bisa padahal dia the jangkar dan is is finally dia brewokan is big body and Jhonson nabrak duar
4,sangat bagus untuk dimainkan tapi kalo ketemu orang toxic tidak baik
5,Game Asal Tiongkok bagus grafiknya tambahkan Hero dari Indonesia
5,mohon Monton jangan di kasih skor soal gw susah kalo ada skor soalnya gw sering afk karna ada urusan penting gw kasih bintang lama deh
5,"aku main dri tahun 2023/2022, game ini bagus. tp skrg jarang main, udah lupa cra main ny lagi. tapi kalau aku main lagi, masih bagus kok. aku masih suka game nya"
3,bagus juga tapi kadang sinyal kurang menurut wkwk ofensif gabisa main nugu waktu kaya bom ada kekurang ya poin sedikit dan pelit tambahin lg di besar poin uang pelit dapetin permata ya susa harus bayar beneran wkwk para epic Herodes susah nanti kaloh dapet heroes epic sya pulih bintang ⭐⭐⭐⭐⭐ sementara bintang ⭐⭐⭐ dulu
3,"menurut saya perlu perbaikan dan peningkatan terkait keseimbangan match making. seringkali saya mendapati lawan yang jauh lebih jago dari tim saya. sering juga saya mendapati tim yang bermain role yang sama dengan saya atau player lain, sehingga terjadi perebutan lane."
3,game nya rusak masa jaringan bagus ketika main langsung berubah jadi jelek dan putus koneksi tolong di perbaiki.
3,game ini sebelum pembaruan sangat nyaman tidak ribet kayak selarang game nya mengarah ke anak anak kecil jaman sekarang jadi mengganggu pecinta game nya sendiri
3,game pling memek roamny g bsa maen
5,"halo moonton,bisa ga bantu saya untuk mengembalikan akun ml saya,jadi ceritanya hp saya keriset,dan ss an dari pasword akun google/email yang terkait dengan akun moonton nya hilang,sedangkan saya tida hapal pasword nya,saya udah mengisi formulir pemulihan akun,tapi gada hasil sampai sekarang,saya mohon moonton saya udah main dari lama banget,ga pernah ngelanggar aturan,pls bantu saya"
1,kalo li donwload game ini lawan lu di rank warior-grandmaster masi EZZZ gilira. di legend musuhnya udh gk seimbang sama cara main LOSE TREAKKK yang dapet win strak jarangg udh main dari tahun 2018 gw udh ngerasain dulu musuhnya sih masih gampang sekarang udh ada yang script mohon di win streak kan minimal sampe mythic honor lah ***
5,tolong di perbaiki setelah update sekarang hampir semua pemain mobile legends mengalami lag
5,game yang sangat saya suka
1,"surat terbuka untuk pihak moonton, kami sebagai player merasa keberatan terhadap kebijakan yang ada. dimana jika ada teman satu tim yang sengaja melakukan troll mereka hanya akan diberikan hukuman berupa pengurangan kredit skor bahkan terkadang mereka tidak terkena hukuman tersebut, saran dari kami beri hukuman yang membuat mereka jera seperti ban akun atau yang lebih ringan adalah ban tidak bisa bermain rank selama dua jam, dan jika ada yang kalah tapi mvp jgn diturunkan bintang nya"
3,😵‍💫
5,Dri bintang 5 ke bintang 5 lagi🥰🤩🤩🤩🤩
5,saya sangat menyukai nya
5,iyee dah
1,Game gk jelas main serius fpt tim ypit rank mawi padahal rank gw honor + jgn download ni game klo gk mau jdi gila
1,Jadi lag banget habis updaye patch naruto... Gembel
1,"woy mnimal min lu perbaikin bug loading pas mau battle lah gw pas lgi battle loading mlah relog mas loading battle ke relog lgi emang gjelas lu smpe gw di report krna dikira afk,payah"
3,sangat bagus tetapi terlalu besar biaya nyh
1,Game ter asik terniat terbaik terkeren terhebat terbagus terindah Luar biasa Wow amazing!!!!!!!!!!!!!!!!!!
2,kalo setiap mau naik pasti kalah jadi gak semangat main
5,seru
2,"ml sekarang ngapa dah kok kalo main classic gameplay nya ya.. kek biasa giliran main mode rank malah kayak ngeleg² dan itu pasti ngelegnya pas banget waktu ngewar gitu padahal hp terbilang bagus sinyal ok, lagi pula skin gak mewah² amat kok kayak yg disebelah jadi kemungkinan hp ngeleg kecil nah masalahnya gak saya doang yg ngalamin ternyata banyak orang yg mengalami hal yg serupa tolong lah moonton perbaiki bugnya soalnya ini sangat menggangu."
3,saya kan ganti hp tapi pas saya masukin email akun yg lama saya kok tulisannya akun ini tidak tertaut ya moonton mohon perbaiki saya ingin bermain game MLBB lagi
1,"dari dulu matching game ini kagak jelass bangett,,gak ada niatan buattt ngehukum orang yang ngefeed atauu ngetroll,,game kikir"
1,"timnya dikasih dark sistem mulu, tapi tim musuh jago banget kayak tim onik jadi kalah tidak seru dan tidak direkomendasikan."
1,kenapa gak support 120hz ya?. padahal gua di game sebelah mampu
1,game apaan co kaga adil banget tim nya
5,mau login gak bisa masuk stuk di login
5,ok
3,"hapus sky piercer, item hama itu"
5,sangat seruu
4,ok utk saat ini lumayan bagus tdk terlalu berat
1,"sistem match making nya sangat tidak adil , sering ngelag , player toxic , kikir , pernah ke ban tanpa alasan yang jelas game under"
5,bagus👍
5,win strike sampe mitic monton
1,"Capek banget sama game ini, udah lama main MLBB karena memang seasik itu. tapi akhir-akhir ini ga seasik dulu, jaringan waktu dalam pertandingan sering lag parah. padahal sinyal penuh tapi pas in game slalu begitu, rugi banget sampe losetreak 15x. mohon di perbaiki kembali mengenai koneksi saat dalam pertandingan moonton. soalnya kalo bermain game lain juga lancar-lancar aja :)"
1,game yang tidak di rekomendasikan jangan di download ini termasuk game yang membuat para player depresi ini memberikan tim yang tidak seimbang yang membuat para player kesulitan dalam bermain game mobile legend Saya harap kalian tidak terkena masalah yang sama seperti saya.
1,bgi yg mainin ni game klo lose trus itu dah di atur monton krna jrng top up wkw tolol ni game
5,sukaaa pakee bingidd
5,Apalah monton sinyal lah parah makin lama makin parah lah sinyal nya tolong lah benerin dulu tuh sinyal malah ngasih skin Mulu walaupun punya skin banyak tapi lag parah sama aja bohong
3,biasa aja
5,sangat bagus
5,"kurang adil sih menurutku soalnya ada yang pake angela skin kinshin dianya itu ngga bisa main, intinya bot lah tapi ngga di maki maki, gw pake lance retri kurang 2 detik, lagi nge tutle ga dpt gw langsung di maki habis habisan lah "" jungler apalah, retri Indomaret, junglernya poke, lol"" itu contoh makian si tim"
5,"kadang kadang ngeleg,GK tau tiba tiba GK bisa pencet tombol main nya"
5,sangat seru
4,semoga moonton ngebuff hero yang sudah lama tidak digunakan
5,gua bosen naik turun naik turun rank nya yaudah aku kasih reting biar ml baik sama gua
1,"makin jadi ni game, dari awal season 36 gatau kenapa sering lag parah, tiap mau war tiba tiba ping merah or ga stabil. belum lagi banyak update an bikin nambah berat, sering nya pas lg mau war tiba tiba hero ga bisa di mainin, maju maju sendiri, pas nyoba login ulang malah loading lama keburu match selesai akhirnya kena pelanggaran afk. ini yang gua alamin selama s36 sebelumnya ga pernah sama sekali kaya gini, tolong lebih diperhatikan lagi moonton kalo masih ga diperbaikin mending hapus mlbb"
5,game ini sangat cocok untuk para gamer tapi harus menyimpan kesabaran setinggi langit
4,keredit skor ku berkurang gabisa main rank bisanya brawl
1,Bagus
5,Bagus..
1,monton ajing
3,"ini ml kenapa ya? tiap mau pasang album foto gapernah bisa, malah bolak balik login, tiap mau post foto selalu balik login lagi"
5,keren bisa mati suwir
5,game yang sangat bagus menurut saya
5,game nya bagus dan seru cocok dimainkan bersama teman
1,"Capek gw ama monton😡 masa gw main di classic belajar hero di katain ngefeed padahal kan gw emang lagi belajar ,ayolah montoon kalo di classic itu orang pada belajar hero wajar dong kalo mati berkali-kali. jadi kalo ada laporan dari player orang ngefeed di classic jangan di tanggapi kecuali afk pliss ya soal nya gw turun mulu kredit skor jadi males buat main gara-gara hal sepele doang😔😔"
5,bagus
3,mengapa saat sudah masuk game setelah download ulang malah tiba tiba balik ke layar login?
5,saya sangat suka game ini sangat seru
5,keren draksistemnya
2,game bikin stres lostrik Mulu saya
2,game ya Uda bagus tapi temanya drak sistem
2,yg bener dong kenapa pass aku main di rank legen kok musuh nya rank nya mittik imo
5,aku sangat senang bermain permainan ini aku sangat senang karena bisa juga bermain offline jadi kalau mati lampu masih bisa bermain aku suka ml ml adalah permain vaforite akuuu🌷🌷🌷🌷🤭🌷🤭🤭🌷🤭🤭👑💙👑👑
5,"game nya sangat menghibur(menghibur sampe gila),saya suka game ini (kalo ws,kalo ls ga suka) b 5 pokonya"
5,"seru bgttt plcc, udh sih gt doang kata2 ku 🗿"
5,bagus
1,waktu 1 bintang lagi naik mythic selalu diberi teman yang bot atau musuh yang sangat pro tolong jika ini terus berlanjut saya akan uninstall mobile legends dan mengajak teman saya yang mengalami kejadian seperti ini untuk menguninstall mobile legends dan memberi rating buruk
1,"3,7 ketinggian untuk aplikasi busuk ini"
5,game nya seru
2,"min,aku ko klo on mic temen ga bisa denger suara aku pdahal hp aku gpp"
2,bisa ga hilangin drak sistem?
1,matchmaking busuk!!
5,gamenya seru banget
5,"Kebanyakan dark sistem, stuck di glory"
1,match making nya blum di benerin hadeuh
5,bgusss
5,game mantap bangett
4,"Jangan cuma nambah skin dan Hero aja, keluhan player juga dibaca dan diberikan solusi dong."
1,gini ya monton masa gua kalah mulu gara gara tim dark sistem giliran tim musuh jago mulu monton aneh
1,"Matchmaking SELALU ga adil. Terkesan bahwa game ini ""memaksa"" para pemainnya memainkan gamenya selama-lamanya, dengan kedok ""pushrank"" yang aslinya tingkat kemenangan sudah diatur developernya."
5,"THANK U MUNTUN, WUPYUUUUU makasi bgt enjela annual gajadi gacha🤭🤭 SAYANG PAPI MOONTON BANYAK² MUACH😘"
1,alasan aku ngasih bintang satu ini disini satu Moonton selalu ngasih tim sampah udah itu doang
5,ILANGIN DRAK SYTEM MOONTON KIKIR!!
3,kenapa kredit scor saya gak naik naik pdahal mau main rng
1,kalo elu emang mau bikin ml bebas dari pergaulan toxic gampang yg historynya full coklat tinggal lu ban w jamin semua ga akan toxic lagih
5,aku pengen skill naruto
5,game ini bagus karena banyak kolaborasi sama anime
1,"udah capek sama nih game dapet tim egois, roam saber, tim gak jelas [gak bisa main] kalau di epic mah masihku maklumin tapi ini glory bro, rank suka ngestuck cuma naik turun doang udah 4 hari gw naik turun di bintang 67-69 gw ngepush dari pagi ke pagi kayak sia sia doang, enggak cuma sekali tapi tiap season, [bintang 21-23, bintang 40-43, bintang 51-54, dan sekarang bintang 67-69 cuma naik turun doang] Taukan sekarang kenapa ratingnya dibawah 4 ya karena gini."
1,main ngelag Mulu jaringan bagus tapi sistemnya ngelag
1,Banyak dark sistem tolol kalo update kurangin dark sistem lol mnding pindah hok
1,jangan main gem ini soal nya pas aku main tim gua tolol tolol semu tapi tim lawan bagus bagus man nya pokok nya jangan main gem ini bikin depresi gem gak jelas
2,terlalu banyak player yang nge cheat
5,nice
5,lain kali jangan kebanyakan kikir ya moonton
5,bagus banget tapi aku kalah trs tapi bagus ko
1,jaringan jelek terus padahal sinyal bagus game ini sungguh meresahkan
2,"gamenya si seru ya kalo udah winstreak gilak losetreak nya juga ngeri, terima aja gw kalah asal musuh ama team nya sepadan"
5,gamenya seru abis sampe buat saya nagih
1,Tolong perbaiki dark sistem lh cape los strek mana login ke ml susah ini bug apa gimana
1,"bang udahlah bang,jaringan lag plus tim dongo pecah win streak gw,boleh pake RW atau vpn nggak??"
1,gak jelas dari kemarin main bintang masih tetep samaaa aja emang ml cari cuan doang
5,Singkat pdt gemnya muantap asik seru penenang pikiran
1,"MASALAH JOKI URUSIN!!! Skill EPIC tpi bisa GLORY-IMMO BIKIN SUSAH YANG MAIN SOLO/DUO/TRIO.BANNED AJA YANG MAKEK JOKI. (DEAR YANG MAKEK JOKI DAN BACA INI KALAU RANK HASIL JOKI MAIN AJA CLASIC GAK USAH RANK NYUSAIN YANG LAIN, KALAU MAU MAIN RANK BER 5 AJA)."
5,seru
5,ok
1,gamenya gk usah di dowload bukannya ngehilangin stres malah bikin stres terus playernya pada toxic tolong kalo toxic langsung di ban
4,"woi montoon,kalo ngasi tim yang bener lah cape lose streak terus"
1,game gk bagus
1,"main game ini bikin gila doang,dari team yang ga seimbang,banyak darksistemnya,bocil,banyak lah.mending gausa dimainin"
